StartTime,Touch,Time,ButtonChosen,Song,ButtonPosition
1420635020.573283,1,1.6691670417785645,classical,Nocturne.wav,1
1420635020.573283,1,6.379637956619263,(start pressed),N/A,0
1420635020.573283,1,10.194019079208374,classical,Serenade.wav,1
1420635020.573283,1,18.728873014450073,(stop),,1
1420635020.573283,1,24.528452157974243,(stop),,1
1420635020.573283,1,26.80068016052246,(stop),,1
