StartTime,Touch,Time,ButtonChosen,Song,ButtonPosition
1420634481.204351,1,1.8091809749603271,(start pressed),N/A,0
1420634481.204351,1,3.8763880729675293,classical,Enigma.wav,1
1420634481.204351,1,8.97089695930481,classical,Andante.wav,1
1420634481.204351,1,14.297430038452148,classical,Serenade.wav,2
1420634481.204351,1,48.79187893867493,classical,Serenade.wav,1
